#     CT        X            Y        Z
1   4		-86.15	     25.0      1.8
2   4		-86.15	     15.0      -5.4
3   4		-86.15	     5.0       1.8
4   4		-86.15	     -5.0	-5.4
5   4		-86.15	     -15.0	1.8
6   4		-86.15	     -25.0	-5.4
7   4		-57.35	     25.0	5.4
8   4		-57.35	     15.0	-1.8
9   4		-57.35	     5.0	5.4
10   4		-57.35	     -5.0	-1.8
11   4		-57.35	     -15.0	5.4
12   4		-57.35	     -25.0	-1.8
13   4		-28.55	     25.0      1.8
14   4		-28.55	     15.0      -5.4
15   4		-28.55	     5.0       1.8
16   4		-28.55	     -5.0	-5.4
17   4		-28.55	     -15.0	1.8
18   4		-28.55	     -25.0	-5.4
19   3		0.05	     20.0      -1.8
20   3		0.05	     0.0       5.4
21   3		0.05	     -20.0     -1.8
22   3		28.85	     20.0     -5.4 
23   3		28.85	     0.0      1.8
24   3		28.85	     -20.0     -5.4
25   3		57.35	     20.0      -1.8
26   3		57.35	     0.0       5.4
27   3		57.35	     -20.0     -1.8
28   3		86.15	     20.0     -5.4 
29   3		86.15	     0.0      1.8
30   3		86.15	     -20.0     -5.4
