#	CT	    X		  Y	  Z
1	3	    -43.05	  49.6	  -5.4
2	3	    -43.05	  29.6	  1.8
3	3	    -43.05	  10.1	  -5.4
4	3	    -43.05	  -9.9	  1.8
5	3	    -43.05	  -29.6	  -5.4
6	3	    -43.05	  -49.6	  1.8
7	3	    -14.25	  49.6	  -1.8
8	3	    -14.25	  29.6	  5.4
9	3	    -14.25	  10.1	  -1.8
10	3	    -14.25	  -9.9	  5.4
11	3	    -14.25	  -29.6	  -1.8
12	3	    -14.25	  -49.6	  5.4
13	3	    14.25	  49.6	  -5.4
14	3	    14.25	  29.6	  1.8
15	3	    14.25	  10.1	  -5.4
16	3	    14.25	  -9.9	  1.8
17	3	    14.25	  -29.6	  -5.4
18	3	    14.25	  -49.6	  1.8
19	3	    43.05	  49.6	  -1.8
20	3	    43.05	  29.6	  5.4
21	3	    43.05	  10.1	  -1.8
22	3	    43.05	  -9.9	  5.4
23	3	    43.05	  -29.6	  -1.8
24	3	    43.05	  -49.6	  5.4
