#	CT	    X		  Y	  Z
1	3	    -43.05	  49.6	  -1.8
2	3	    -43.05	  29.6	  5.4
3	3	    -43.05	  10.1	  -1.8
4	3	    -43.05	  -9.9	  5.4
5	3	    -43.05	  -29.6	  -1.8
6	3	    -43.05	  -49.6	  5.4
7	3	    -14.25	  49.6	  -5.4
8	3	    -14.25	  29.6	  1.8
9	3	    -14.25	  10.1	  -5.4
10	3	    -14.25	  -9.9	  1.8
11	3	    -14.25	  -29.6	  -5.4
12	3	    -14.25	  -49.6	  1.8
13	3	    14.25	  49.6	  -1.8
14	3	    14.25	  29.6	  5.4
15	3	    14.25	  10.1	  -1.8
16	3	    14.25	  -9.9	  5.4
17	3	    14.25	  -29.6	  -1.8
18	3	    14.25	  -49.6	  5.4
19	3	    43.05	  49.6	  -5.4
20	3	    43.05	  29.6	  1.8
21	3	    43.05	  10.1	  -5.4
22	3	    43.05	  -9.9	  1.8
23	3	    43.05	  -29.6	  -5.4
24	3	    43.05	  -49.6	  1.8

