#	ModType	X	Y	Z
1	0	-539.9	400.5	903.4
2	0	-539.9	345.3	889.9
3	0	-539.9	299.9	903.4
4	0	-539.9	246.1	889.9
5	0	-539.9	199.3	903.4
6	0	-539.9	147.0	889.9
7	0	-539.9	98.8	903.4
8	0	-539.9	50.0	916.9
9	0	-539.9	0.0	930.4
10	0	-539.9	-50.0	916.9
11	0	-539.9	-98.8	903.4
12	0	-539.9	-147.0	889.9
13	0	-539.9	-199.3	903.4
14	0	-539.9	-246.1	889.9
15	0	-539.9	-299.9	903.4
16	0	-539.9	-345.3	889.9
17	0	-539.9	-400.5	903.4
18	0	-407.9	412.8	930.4
19	0	-407.9	357.3	916.9
20	0	-407.9	312.0	930.4
21	0	-407.9	257.8	916.9
22	0	-407.9	211.0	930.4
23	0	-407.9	158.5	916.9
24	0	-407.9	110.5	930.4
25	3	-408.2	75.0	944.7
26	3	-423.2	51.0	957.7
27	3	-408.2	25.0	944.7
28	3	-423.2	0.0	957.7
29	3	-408.2	-25.0	944.7
30	3	-423.2	-51.0	957.7
31	3	-408.2	-75.0	944.7
32	0	-407.9	-110.5	930.4
33	0	-407.9	-158.5	916.9
34	0	-407.9	-211.0	930.4
35	0	-407.9	-257.8	916.9
36	0	-407.9	-312.0	930.4
37	0	-407.9	-357.3	916.9
38	0	-407.9	-412.8	930.4
39	1	-276.7	419.5	944.7
40	1	-286.7	400.2	957.7
41	1	-276.7	369.5	944.7
42	1	-286.7	349.2	957.7
43	3	-276.7	319.5	944.7
44	3	-286.7	298.2	957.7
45	3	-276.7	269.5	944.7
46	3	-286.7	247.7	957.7
47	3	-276.7	219.5	944.7
48	3	-286.7	197.2	957.7
49	3	-276.7	165.9	944.7
50	3	-286.7	146.7	957.7
51	3	-276.7	125.0	971.2
52	3	-286.7	102.0	984.2
53	3	-276.7	75.0	971.2
54	3	-286.7	51.0	984.2
55	3	-276.7	25.0	971.2
56	3	-286.7	0.0	984.2
57	3	-276.7	-25.0	971.2
58	3	-286.7	-51.0	984.2
59	3	-276.7	-75.0	971.2
60	3	-286.7	-102.0	984.2
61	3	-276.7	-125.0	971.2
62	3	-286.7	-146.7	957.7
63	3	-276.7	-165.9	944.7
64	3	-286.7	-197.2	957.7
65	3	-276.7	-219.5	944.7
66	3	-286.7	-247.7	957.7
67	3	-276.7	-269.5	944.7
68	3	-286.7	-298.2	957.7
69	3	-276.7	-319.5	944.7
70	1	-286.7	-349.2	957.7
71	1	-276.7	-369.5	944.7
72	1	-286.7	-400.2	957.7
73	1	-276.7	-419.5	944.7
74	1	-141.7	425.0	971.2
75	1	-146.7	405.8	984.2
76	1	-141.7	375.0	971.2
77	1	-146.7	354.8	984.2
78	3	-141.7	325.0	971.2
79	3	-146.7	303.8	984.2
80	3	-141.7	275.0	971.2
81	3	-146.7	253.3	984.2
82	3	-141.7	225.0	971.2
83	3	-146.7	202.8	984.2
84	3	-141.7	175.0	971.2
85	3	-146.7	152.3	984.2
86	3	-146.7	-152.3	984.2
87	3	-141.7	-175.0	971.2
88	3	-146.7	-202.8	984.2
89	3	-141.7	-225.0	971.2
90	3	-146.7	-253.3	984.2
91	3	-141.7	-275.0	971.2
92	3	-146.7	-303.8	984.2
93	3	-141.7	-325.0	971.2
94	1	-146.7	-354.8	984.2
95	1	-141.7	-375.0	971.2
96	1	-146.7	-405.8	984.2
97	1	-141.7	-425.0	971.2
98	2	0	425.5	1000.0
99	2	0	405.3	1013.0
100	2	0	375.5	1000.0
101	2	0	354.7	1013.0
102	4	0	325.5	1000.0
103	4	0	304.1	1013.0
104	4	0	275.5	1000.0
105	4	0	253.5	1013.0
106	4	0	225.5	1000.0
107	4	0	202.9	1013.0
108	4	0	175.5	1000.0
109	4	0	152.3	1013.0
110	4	0	-152.3	1013.0
111	4	0	-175.5	1000.0
112	4	0	-202.9	1013.0
113	4	0	-225.5	1000.0
114	4	0	-253.5	1013.0
115	4	0	-275.5	1000.0
116	4	0	-304.1	1013.0
117	4	0	-325.5	1000.0
118	2	0	-354.7	1013.0
119	2	0	-375.5	1000.0
120	2	0	-405.3	1013.0
121	2	0	-425.5	1000.0
122	1	141.7	425.0	971.2
123	1	146.7	405.8	984.2
124	1	141.7	375.0	971.2
125	1	146.7	354.8	984.2
126	3	141.7	325.0	971.2
127	3	146.7	303.8	984.2
128	3	141.7	275.0	971.2
129	3	146.7	253.3	984.2
130	3	141.7	225.0	971.2
131	3	146.7	202.8	984.2
132	3	141.7	175.0	971.2
133	3	146.7	152.3	984.2
134	3	146.7	-152.3	984.2
135	3	141.7	-175.0	971.2
136	3	146.7	-202.8	984.2
137	3	141.7	-225.0	971.2
138	3	146.7	-253.3	984.2
139	3	141.7	-275.0	971.2
140	3	146.7	-303.8	984.2
141	3	141.7	-325.0	971.2
142	1	146.7	-354.8	984.2
143	1	141.7	-375.0	971.2
144	1	146.7	-405.8	984.2
145	1	141.7	-425.0	971.2
146	1	276.7	419.5	944.7
147	1	286.7	400.2	957.7
148	1	276.7	369.5	944.7
149	1	286.7	349.2	957.7
150	3	276.7	319.5	944.7
151	3	286.7	298.2	957.7
152	3	276.7	269.5	944.7
153	3	286.7	247.7	957.7
154	3	276.7	219.5	944.7
155	3	286.7	197.2	957.7
156	3	276.7	165.9	944.7
157	3	286.7	146.7	957.7
158	3	276.7	125.0	971.2
159	3	286.7	102.0	984.2
160	3	276.7	75.0	971.2
161	3	286.7	51.0	984.2
162	3	276.7	25.0	971.2
163	3	286.7	0.0	984.2
164	3	276.7	-25.0	971.2
165	3	286.7	-51.0	984.2
166	3	276.7	-75.0	971.2
167	3	286.7	-102.0	984.2
168	3	276.7	-125.0	971.2
169	3	286.7	-146.7	957.7
170	3	276.7	-165.9	944.7
171	3	286.7	-197.2	957.7
172	3	276.7	-219.5	944.7
173	3	286.7	-247.7	957.7
174	3	276.7	-269.5	944.7
175	3	286.7	-298.2	957.7
176	3	276.7	-319.5	944.7
177	1	286.7	-349.2	957.7
178	1	276.7	-369.5	944.7
179	1	286.7	-400.2	957.7
180	1	276.7	-419.5	944.7
181	0	407.9	412.8	930.4
182	0	407.9	357.3	916.9
183	0	407.9	312.0	930.4
184	0	407.9	257.8	916.9
185	0	407.9	211.0	930.4
186	0	407.9	158.5	916.9
187	0	407.9	110.5	930.4
188	3	408.2	75.0	944.7
189	3	423.2	51.0	957.7
190	3	408.2	25.0	944.7
191	3	423.2	0.0	957.7
192	3	408.2	-25.0	944.7
193	3	423.2	-51.0	957.7
194	3	408.2	-75.0	944.7
195	0	407.9	-110.5	930.4
196	0	407.9	-158.5	916.9
197	0	407.9	-211.0	930.4
198	0	407.9	-257.8	916.9
199	0	407.9	-312.0	930.4
200	0	407.9	-357.3	916.9
201	0	407.9	-412.8	930.4
202	0	539.9	400.5	903.4
203	0	539.9	345.3	889.9
204	0	539.9	299.9	903.4
205	0	539.9	246.1	889.9
206	0	539.9	199.3	903.4
207	0	539.9	147.0	889.9
208	0	539.9	98.8	903.4
209	0	539.9	50.0	916.9
210	0	539.9	0.0	930.4
211	0	539.9	-50.0	916.9
212	0	539.9	-98.8	903.4
213	0	539.9	-147.0	889.9
214	0	539.9	-199.3	903.4
215	0	539.9	-246.1	889.9
216	0	539.9	-299.9	903.4
217	0	539.9	-345.3	889.9
218	0	539.9	-400.5	903.4
219	5	-129.05	0.0	1011
220	6	-172.15	89.6	1050.4
221	7	-71.7	89.4	1030.7
222	8	0.0	89.4	1050.4
223	7	71.7	89.4	1030.7
224	9	172.15	89.6	1050.4
225	10	129.05	0.0	1011
226	11	172.15	-89.6	1050.4
